threshold,precision,recall,f1_score,balanced_accuracy
0.053873263448239034,1.0,0.46218487394957986,0.632183908045977,0.73109243697479
0.055659813744660086,1.0,0.40336134453781514,0.5748502994011976,0.7016806722689075
0.05744636404108114,1.0,0.3445378151260504,0.5125,0.6722689075630253
0.05923291433750216,1.0,0.31932773109243695,0.4840764331210191,0.6596638655462185
0.061019464633923215,1.0,0.29411764705882354,0.45454545454545453,0.6470588235294118
0.06280601493034427,1.0,0.2773109243697479,0.4342105263157895,0.6386554621848739
0.06459256522676529,1.0,0.2184873949579832,0.3586206896551724,0.6092436974789917
0.06637911552318634,1.0,0.18487394957983194,0.3120567375886525,0.592436974789916
0.0681656658196074,1.0,0.1092436974789916,0.19696969696969696,0.5546218487394958
0.06995221611602842,1.0,0.10084033613445378,0.183206106870229,0.5504201680672269
0.07173876641244947,1.0,0.06722689075630252,0.12598425196850394,0.5336134453781513
0.07352531670887053,1.0,0.06722689075630252,0.12598425196850394,0.5336134453781513
0.07531186700529155,1.0,0.058823529411764705,0.1111111111111111,0.5294117647058824
0.0770984173017126,1.0,0.04201680672268908,0.08064516129032258,0.5210084033613446
0.07888496759813365,1.0,0.03361344537815126,0.06504065040650407,0.5168067226890757
0.08067151789455468,1.0,0.008403361344537815,0.016666666666666666,0.5042016806722689
0.08245806819097573,1.0,0.008403361344537815,0.016666666666666666,0.5042016806722689
